"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor-model-11-5.nlogo"
"Figure 12.2"
"04/21/2025 23:45:31:464 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-19","19","-19","19"
"[run number]","investors-n","wealth-start","profit-mean","risk-of-failing-max","decision-time-horizon","investors-color","businesses-color-positive","businesses-color-negative","failed-businesses-color","[step]","mean [risk-of-failing] of turtles-on patches"
"14","25","0","5000","0.1","5","25","105","15","9","35","0.023500265619133667"
"16","25","0","5000","0.1","5","25","105","15","9","23","0.02358506228536357"
"18","25","0","5000","0.1","5","25","105","15","9","16","0.03118923795859185"
"12","25","0","5000","0.1","5","25","105","15","9","29","0.019991319350159877"
"13","25","0","5000","0.1","5","25","105","15","9","34","0.0201820090416691"
"14","25","0","5000","0.1","5","25","105","15","9","36","0.02191942861498717"
"15","25","0","5000","0.1","5","25","105","15","9","21","0.022527388873664372"
"12","25","0","5000","0.1","5","25","105","15","9","30","0.019903501341448193"
"14","25","0","5000","0.1","5","25","105","15","9","37","0.023249128398035647"
"20","25","0","5000","0.1","5","25","105","15","9","0","0.05370852496457586"
"17","25","0","5000","0.1","5","25","105","15","9","20","0.022325423066281703"
"16","25","0","5000","0.1","5","25","105","15","9","24","0.022685406577980207"
"19","25","0","5000","0.1","5","25","105","15","9","1","0.04884180486526715"
"14","25","0","5000","0.1","5","25","105","15","9","38","0.02198067682757337"
"15","25","0","5000","0.1","5","25","105","15","9","22","0.02286502315666794"
"18","25","0","5000","0.1","5","25","105","15","9","17","0.0255418458180226"
"13","25","0","5000","0.1","5","25","105","15","9","35","0.023013317479053174"
"20","25","0","5000","0.1","5","25","105","15","9","1","0.05587638783632513"
"12","25","0","5000","0.1","5","25","105","15","9","31","0.02398742100763594"
"17","25","0","5000","0.1","5","25","105","15","9","21","0.02232542306628171"
"19","25","0","5000","0.1","5","25","105","15","9","2","0.03638341495720423"
"16","25","0","5000","0.1","5","25","105","15","9","25","0.02385205978341952"
"14","25","0","5000","0.1","5","25","105","15","9","39","0.021485095853901362"
"13","25","0","5000","0.1","5","25","105","15","9","36","0.022189867522771817"
"15","25","0","5000","0.1","5","25","105","15","9","23","0.02286502315666793"
"18","25","0","5000","0.1","5","25","105","15","9","18","0.024425340253773117"
"20","25","0","5000","0.1","5","25","105","15","9","2","0.05144400113419514"
"14","25","0","5000","0.1","5","25","105","15","9","40","0.021939682211004344"
"17","25","0","5000","0.1","5","25","105","15","9","22","0.02220358984523946"
"13","25","0","5000","0.1","5","25","105","15","9","37","0.022889163465262295"
"12","25","0","5000","0.1","5","25","105","15","9","32","0.02541488793852419"
"16","25","0","5000","0.1","5","25","105","15","9","26","0.023852059783419522"
"19","25","0","5000","0.1","5","25","105","15","9","3","0.03889760875917491"
"20","25","0","5000","0.1","5","25","105","15","9","3","0.04894478616803608"
"18","25","0","5000","0.1","5","25","105","15","9","19","0.02596904833743785"
"14","25","0","5000","0.1","5","25","105","15","9","41","0.019495802557989238"
"13","25","0","5000","0.1","5","25","105","15","9","38","0.022787006265017777"
"20","25","0","5000","0.1","5","25","105","15","9","4","0.04682286899407458"
"14","25","0","5000","0.1","5","25","105","15","9","42","0.021415342394940366"
"12","25","0","5000","0.1","5","25","105","15","9","33","0.024615834230831357"
"15","25","0","5000","0.1","5","25","105","15","9","24","0.022865023156667937"
"19","25","0","5000","0.1","5","25","105","15","9","4","0.03917121236581946"
"13","25","0","5000","0.1","5","25","105","15","9","39","0.02278700626501778"
"17","25","0","5000","0.1","5","25","105","15","9","23","0.022448735563662798"
"14","25","0","5000","0.1","5","25","105","15","9","43","0.02460359340294546"
"16","25","0","5000","0.1","5","25","105","15","9","27","0.022691918546557402"
"12","25","0","5000","0.1","5","25","105","15","9","34","0.02272629418600267"
"14","25","0","5000","0.1","5","25","105","15","9","44","0.022230935912783228"
"20","25","0","5000","0.1","5","25","105","15","9","5","0.045032160491799894"
"18","25","0","5000","0.1","5","25","105","15","9","20","0.021728689209943062"
"19","25","0","5000","0.1","5","25","105","15","9","5","0.040326672344536726"
"17","25","0","5000","0.1","5","25","105","15","9","24","0.0224487355636628"
"14","25","0","5000","0.1","5","25","105","15","9","45","0.02242104762902813"
"12","25","0","5000","0.1","5","25","105","15","9","35","0.022524739039097737"
"15","25","0","5000","0.1","5","25","105","15","9","25","0.02286502315666793"
"13","25","0","5000","0.1","5","25","105","15","9","40","0.021323144636291452"
"17","25","0","5000","0.1","5","25","105","15","9","25","0.022448735563662794"
"16","25","0","5000","0.1","5","25","105","15","9","28","0.025522254458540422"
"20","25","0","5000","0.1","5","25","105","15","9","6","0.046200072586402546"
"19","25","0","5000","0.1","5","25","105","15","9","6","0.037987896555103526"
"14","25","0","5000","0.1","5","25","105","15","9","46","0.022421047629028124"
"18","25","0","5000","0.1","5","25","105","15","9","21","0.022135740537307297"
"12","25","0","5000","0.1","5","25","105","15","9","36","0.022135284349216893"
"14","25","0","5000","0.1","5","25","105","15","9","47","0.022552645203287463"
"15","25","0","5000","0.1","5","25","105","15","9","26","0.022406278625306836"
"13","25","0","5000","0.1","5","25","105","15","9","41","0.021323144636291452"
"20","25","0","5000","0.1","5","25","105","15","9","7","0.04473575816204341"
"19","25","0","5000","0.1","5","25","105","15","9","7","0.0317974159633136"
"16","25","0","5000","0.1","5","25","105","15","9","29","0.01957707101791554"
"14","25","0","5000","0.1","5","25","105","15","9","48","0.02420956988104005"
"17","25","0","5000","0.1","5","25","105","15","9","26","0.0224487355636628"
"12","25","0","5000","0.1","5","25","105","15","9","37","0.026930441868334043"
"18","25","0","5000","0.1","5","25","105","15","9","22","0.018862110122391453"
"14","25","0","5000","0.1","5","25","105","15","9","49","0.025688004443980256"
"20","25","0","5000","0.1","5","25","105","15","9","8","0.045176601845671065"
"16","25","0","5000","0.1","5","25","105","15","9","30","0.02358825300094832"
"15","25","0","5000","0.1","5","25","105","15","9","27","0.02128179367491714"
"14","25","0","5000","0.1","5","25","105","15","9","50","0.02620876679588317"
"20","25","0","5000","0.1","5","25","105","15","9","9","0.038351512679499995"
"17","25","0","5000","0.1","5","25","105","15","9","27","0.021100200494351688"
"13","25","0","5000","0.1","5","25","105","15","9","42","0.0199386945281535"
"19","25","0","5000","0.1","5","25","105","15","9","8","0.02626910447501861"
"16","25","0","5000","0.1","5","25","105","15","9","31","0.026471647692657547"
"12","25","0","5000","0.1","5","25","105","15","9","38","0.024850446191201758"
"17","25","0","5000","0.1","5","25","105","15","9","28","0.02068607317894001"
"15","25","0","5000","0.1","5","25","105","15","9","28","0.018783846912256222"
"12","25","0","5000","0.1","5","25","105","15","9","39","0.026068633006579908"
"17","25","0","5000","0.1","5","25","105","15","9","29","0.02068607317894001"
"12","25","0","5000","0.1","5","25","105","15","9","40","0.02764185959260792"
"19","25","0","5000","0.1","5","25","105","15","9","9","0.02799016176216959"
"13","25","0","5000","0.1","5","25","105","15","9","43","0.02171351474511356"
"16","25","0","5000","0.1","5","25","105","15","9","32","0.024026393306015567"
"17","25","0","5000","0.1","5","25","105","15","9","30","0.019492070044251377"
"12","25","0","5000","0.1","5","25","105","15","9","41","0.028612351970186797"
"18","25","0","5000","0.1","5","25","105","15","9","23","0.018910724996948583"
"20","25","0","5000","0.1","5","25","105","15","9","10","0.042263476777062665"
"19","25","0","5000","0.1","5","25","105","15","9","10","0.027385598614103154"
"16","25","0","5000","0.1","5","25","105","15","9","33","0.024415676743253453"
"15","25","0","5000","0.1","5","25","105","15","9","29","0.020137253464461963"
"19","25","0","5000","0.1","5","25","105","15","9","11","0.027763840017493772"
"20","25","0","5000","0.1","5","25","105","15","9","11","0.039879045389273844"
"16","25","0","5000","0.1","5","25","105","15","9","34","0.02478453959880394"
"17","25","0","5000","0.1","5","25","105","15","9","31","0.022016000233799314"
"18","25","0","5000","0.1","5","25","105","15","9","24","0.019693099422334857"
"19","25","0","5000","0.1","5","25","105","15","9","12","0.029823294931374752"
"20","25","0","5000","0.1","5","25","105","15","9","12","0.03420460107474857"
"13","25","0","5000","0.1","5","25","105","15","9","44","0.02150937178308608"
"19","25","0","5000","0.1","5","25","105","15","9","13","0.028461521351959264"
"20","25","0","5000","0.1","5","25","105","15","9","13","0.033744706348729614"
"12","25","0","5000","0.1","5","25","105","15","9","42","0.02712519242585739"
"16","25","0","5000","0.1","5","25","105","15","9","35","0.02188792885664724"
"15","25","0","5000","0.1","5","25","105","15","9","30","0.02055963902548121"
"18","25","0","5000","0.1","5","25","105","15","9","25","0.02238553877335403"
"20","25","0","5000","0.1","5","25","105","15","9","14","0.03161887240909547"
"13","25","0","5000","0.1","5","25","105","15","9","45","0.021509371783086085"
"16","25","0","5000","0.1","5","25","105","15","9","36","0.021090073364485536"
"19","25","0","5000","0.1","5","25","105","15","9","14","0.024905078934788015"
"12","25","0","5000","0.1","5","25","105","15","9","43","0.02712519242585739"
"18","25","0","5000","0.1","5","25","105","15","9","26","0.02082138574993108"
"20","25","0","5000","0.1","5","25","105","15","9","15","0.0314988577060248"
"13","25","0","5000","0.1","5","25","105","15","9","46","0.018709941675120495"
"15","25","0","5000","0.1","5","25","105","15","9","31","0.02117512473468226"
"21","25","0","5000","0.1","25","25","105","15","9","0","0.05210582210415232"
"20","25","0","5000","0.1","5","25","105","15","9","16","0.031498857706024806"
"18","25","0","5000","0.1","5","25","105","15","9","27","0.026935514220979534"
"17","25","0","5000","0.1","5","25","105","15","9","32","0.022338325512704777"
"12","25","0","5000","0.1","5","25","105","15","9","44","0.02599710433425169"
"13","25","0","5000","0.1","5","25","105","15","9","47","0.020392721934347907"
"21","25","0","5000","0.1","25","25","105","15","9","1","0.028894809912938423"
"15","25","0","5000","0.1","5","25","105","15","9","32","0.02199766404743134"
"20","25","0","5000","0.1","5","25","105","15","9","17","0.028793759444287675"
"16","25","0","5000","0.1","5","25","105","15","9","37","0.020979561172480694"
"21","25","0","5000","0.1","25","25","105","15","9","2","0.03131457648651726"
"19","25","0","5000","0.1","5","25","105","15","9","15","0.027520140873490556"
"17","25","0","5000","0.1","5","25","105","15","9","33","0.020538596160627965"
"18","25","0","5000","0.1","5","25","105","15","9","28","0.02106363218551813"
"21","25","0","5000","0.1","25","25","105","15","9","3","0.032148443446111986"
"13","25","0","5000","0.1","5","25","105","15","9","48","0.01694769638300836"
"12","25","0","5000","0.1","5","25","105","15","9","45","0.026126873130384542"
"15","25","0","5000","0.1","5","25","105","15","9","33","0.021323426651413832"
"21","25","0","5000","0.1","25","25","105","15","9","4","0.028796375467972743"
"16","25","0","5000","0.1","5","25","105","15","9","38","0.024295081470198432"
"18","25","0","5000","0.1","5","25","105","15","9","29","0.022878850451739655"
"13","25","0","5000","0.1","5","25","105","15","9","49","0.01949853294221788"
"20","25","0","5000","0.1","5","25","105","15","9","18","0.026515605281946658"
"12","25","0","5000","0.1","5","25","105","15","9","46","0.024971176253188055"
"21","25","0","5000","0.1","25","25","105","15","9","5","0.02537289801774429"
"15","25","0","5000","0.1","5","25","105","15","9","34","0.023728177137201448"
"17","25","0","5000","0.1","5","25","105","15","9","34","0.022112934443294246"
"16","25","0","5000","0.1","5","25","105","15","9","39","0.0248066254616984"
"18","25","0","5000","0.1","5","25","105","15","9","30","0.025443859761582633"
"19","25","0","5000","0.1","5","25","105","15","9","16","0.02752014087349055"
"13","25","0","5000","0.1","5","25","105","15","9","50","0.017895929977137504"
"21","25","0","5000","0.1","25","25","105","15","9","6","0.02611849791251304"
"19","25","0","5000","0.1","5","25","105","15","9","17","0.026069315446057215"
"12","25","0","5000","0.1","5","25","105","15","9","47","0.02488856676986915"
"16","25","0","5000","0.1","5","25","105","15","9","40","0.024835698867556683"
"21","25","0","5000","0.1","25","25","105","15","9","7","0.025757500201101305"
"18","25","0","5000","0.1","5","25","105","15","9","31","0.022878850451739655"
"15","25","0","5000","0.1","5","25","105","15","9","35","0.0205949316813246"
"17","25","0","5000","0.1","5","25","105","15","9","35","0.020919231346055122"
"19","25","0","5000","0.1","5","25","105","15","9","18","0.02537988391192091"
"18","25","0","5000","0.1","5","25","105","15","9","32","0.024014171557950704"
"20","25","0","5000","0.1","5","25","105","15","9","19","0.031038534655091352"
"16","25","0","5000","0.1","5","25","105","15","9","41","0.027251838416257505"
"21","25","0","5000","0.1","25","25","105","15","9","8","0.023937733965291527"
"18","25","0","5000","0.1","5","25","105","15","9","33","0.02314475934659735"
"15","25","0","5000","0.1","5","25","105","15","9","36","0.02809751370663934"
"17","25","0","5000","0.1","5","25","105","15","9","36","0.02195501620325005"
"12","25","0","5000","0.1","5","25","105","15","9","48","0.020815117953684844"
"20","25","0","5000","0.1","5","25","105","15","9","20","0.031638698929707706"
"18","25","0","5000","0.1","5","25","105","15","9","34","0.025363039019782194"
"21","25","0","5000","0.1","25","25","105","15","9","9","0.025713560817157418"
"19","25","0","5000","0.1","5","25","105","15","9","19","0.02466624657456968"
"16","25","0","5000","0.1","5","25","105","15","9","42","0.027251838416257505"
"15","25","0","5000","0.1","5","25","105","15","9","37","0.02802300410616479"
"17","25","0","5000","0.1","5","25","105","15","9","37","0.02445275302421709"
"12","25","0","5000","0.1","5","25","105","15","9","49","0.023640994029874372"
"18","25","0","5000","0.1","5","25","105","15","9","35","0.025261503517965172"
"20","25","0","5000","0.1","5","25","105","15","9","21","0.0316386989297077"
"19","25","0","5000","0.1","5","25","105","15","9","20","0.02319641917273232"
"16","25","0","5000","0.1","5","25","105","15","9","43","0.02725183841625751"
"12","25","0","5000","0.1","5","25","105","15","9","50","0.023640994029874365"
"21","25","0","5000","0.1","25","25","105","15","9","10","0.022769545466360286"
"17","25","0","5000","0.1","5","25","105","15","9","38","0.026551377115637206"
"18","25","0","5000","0.1","5","25","105","15","9","36","0.026747983330060777"
"15","25","0","5000","0.1","5","25","105","15","9","38","0.030345831266856665"
"17","25","0","5000","0.1","5","25","105","15","9","39","0.02646406195220441"
"18","25","0","5000","0.1","5","25","105","15","9","37","0.026746758141181323"
"19","25","0","5000","0.1","5","25","105","15","9","21","0.02341686847180593"
"21","25","0","5000","0.1","25","25","105","15","9","11","0.020858780250367158"
"20","25","0","5000","0.1","5","25","105","15","9","22","0.03003198353456665"
"15","25","0","5000","0.1","5","25","105","15","9","39","0.027260333943499457"
"22","25","0","5000","0.1","25","25","105","15","9","0","0.06084018872289279"
"17","25","0","5000","0.1","5","25","105","15","9","40","0.028143267158757607"
"16","25","0","5000","0.1","5","25","105","15","9","44","0.024167382992270135"
"19","25","0","5000","0.1","5","25","105","15","9","22","0.024212747245194514"
"18","25","0","5000","0.1","5","25","105","15","9","38","0.02658635429438171"
"21","25","0","5000","0.1","25","25","105","15","9","12","0.020235044630781886"
"16","25","0","5000","0.1","5","25","105","15","9","45","0.024167382992270135"
"20","25","0","5000","0.1","5","25","105","15","9","23","0.029658957682869632"
"21","25","0","5000","0.1","25","25","105","15","9","13","0.020235044630781886"
"17","25","0","5000","0.1","5","25","105","15","9","41","0.026414876021509694"
"16","25","0","5000","0.1","5","25","105","15","9","46","0.024680942019299653"
"22","25","0","5000","0.1","25","25","105","15","9","1","0.03236778778614854"
"19","25","0","5000","0.1","5","25","105","15","9","23","0.0214916303994483"
"20","25","0","5000","0.1","5","25","105","15","9","24","0.027082044932988703"
"18","25","0","5000","0.1","5","25","105","15","9","39","0.02682953728153317"
"15","25","0","5000","0.1","5","25","105","15","9","40","0.027260333943499467"
"17","25","0","5000","0.1","5","25","105","15","9","42","0.028639826810532988"
"19","25","0","5000","0.1","5","25","105","15","9","24","0.02095135347672976"
"20","25","0","5000","0.1","5","25","105","15","9","25","0.02751704618916481"
"22","25","0","5000","0.1","25","25","105","15","9","2","0.025615902489841996"
"21","25","0","5000","0.1","25","25","105","15","9","14","0.017913975841717774"
"17","25","0","5000","0.1","5","25","105","15","9","43","0.02794938481758694"
"20","25","0","5000","0.1","5","25","105","15","9","26","0.028322167241716333"
"16","25","0","5000","0.1","5","25","105","15","9","47","0.020279577825038364"
"15","25","0","5000","0.1","5","25","105","15","9","41","0.027364028815277563"
"17","25","0","5000","0.1","5","25","105","15","9","44","0.026869138233718438"
"22","25","0","5000","0.1","25","25","105","15","9","3","0.020929433585760146"
"20","25","0","5000","0.1","5","25","105","15","9","27","0.02753320062302051"
"19","25","0","5000","0.1","5","25","105","15","9","25","0.020951353476729752"
"16","25","0","5000","0.1","5","25","105","15","9","48","0.021020236365338837"
"17","25","0","5000","0.1","5","25","105","15","9","45","0.03127700718772306"
"18","25","0","5000","0.1","5","25","105","15","9","40","0.02320784196738975"
"19","25","0","5000","0.1","5","25","105","15","9","26","0.02033657414013452"
"16","25","0","5000","0.1","5","25","105","15","9","49","0.027650909941731763"
"20","25","0","5000","0.1","5","25","105","15","9","28","0.025679402421508304"
"21","25","0","5000","0.1","25","25","105","15","9","15","0.018892580068388114"
"17","25","0","5000","0.1","5","25","105","15","9","46","0.031277007187723055"
"19","25","0","5000","0.1","5","25","105","15","9","27","0.023061487131499137"
"22","25","0","5000","0.1","25","25","105","15","9","4","0.020568939406762726"
"15","25","0","5000","0.1","5","25","105","15","9","42","0.02127762372323234"
"23","25","0","5000","0.1","25","25","105","15","9","0","0.048922748809480596"
"16","25","0","5000","0.1","5","25","105","15","9","50","0.027650909941731763"
"20","25","0","5000","0.1","5","25","105","15","9","29","0.02614323252612104"
"19","25","0","5000","0.1","5","25","105","15","9","28","0.02192049356665346"
"21","25","0","5000","0.1","25","25","105","15","9","16","0.018892580068388117"
"17","25","0","5000","0.1","5","25","105","15","9","47","0.029090944388558516"
"18","25","0","5000","0.1","5","25","105","15","9","41","0.023641739868952173"
"22","25","0","5000","0.1","25","25","105","15","9","5","0.021042970218852427"
"21","25","0","5000","0.1","25","25","105","15","9","17","0.018892580068388117"
"17","25","0","5000","0.1","5","25","105","15","9","48","0.028866938716995305"
"23","25","0","5000","0.1","25","25","105","15","9","1","0.030736510241119133"
"20","25","0","5000","0.1","5","25","105","15","9","30","0.02423310809626467"
"22","25","0","5000","0.1","25","25","105","15","9","6","0.020531442075345765"
"21","25","0","5000","0.1","25","25","105","15","9","18","0.017518951985148794"
"15","25","0","5000","0.1","5","25","105","15","9","43","0.025279354284234667"
"19","25","0","5000","0.1","5","25","105","15","9","29","0.02433663265508573"
"20","25","0","5000","0.1","5","25","105","15","9","31","0.02380439245628832"
"21","25","0","5000","0.1","25","25","105","15","9","19","0.017515092656036835"
"18","25","0","5000","0.1","5","25","105","15","9","42","0.026732365510639084"
"17","25","0","5000","0.1","5","25","105","15","9","49","0.027379710797927843"
"19","25","0","5000","0.1","5","25","105","15","9","30","0.01895757984283783"
"21","25","0","5000","0.1","25","25","105","15","9","20","0.016810283337550542"
"20","25","0","5000","0.1","5","25","105","15","9","32","0.02213376233066718"
"15","25","0","5000","0.1","5","25","105","15","9","44","0.022769538916257343"
"22","25","0","5000","0.1","25","25","105","15","9","7","0.020691517122277358"
"23","25","0","5000","0.1","25","25","105","15","9","2","0.027577506901890047"
"19","25","0","5000","0.1","5","25","105","15","9","31","0.01913774317178103"
"18","25","0","5000","0.1","5","25","105","15","9","43","0.029265039734790874"
"20","25","0","5000","0.1","5","25","105","15","9","33","0.02571540454866127"
"21","25","0","5000","0.1","25","25","105","15","9","21","0.017939217039889706"
"20","25","0","5000","0.1","5","25","105","15","9","34","0.025030167830729713"
"21","25","0","5000","0.1","25","25","105","15","9","22","0.01710638261309622"
"22","25","0","5000","0.1","25","25","105","15","9","8","0.0214351702814953"
"19","25","0","5000","0.1","5","25","105","15","9","32","0.021874691855505987"
"17","25","0","5000","0.1","5","25","105","15","9","50","0.027220295404552317"
"20","25","0","5000","0.1","5","25","105","15","9","35","0.02439754784728039"
"18","25","0","5000","0.1","5","25","105","15","9","44","0.029032272717124462"
"21","25","0","5000","0.1","25","25","105","15","9","23","0.01967748231552904"
"21","25","0","5000","0.1","25","25","105","15","9","24","0.017644483332720298"
"20","25","0","5000","0.1","5","25","105","15","9","36","0.024397547847280387"
"19","25","0","5000","0.1","5","25","105","15","9","33","0.02187469185550599"
"22","25","0","5000","0.1","25","25","105","15","9","9","0.01879762914062556"
"23","25","0","5000","0.1","25","25","105","15","9","3","0.029372134230118103"
"15","25","0","5000","0.1","5","25","105","15","9","45","0.0189128444335402"
"19","25","0","5000","0.1","5","25","105","15","9","34","0.022205564111535698"
"20","25","0","5000","0.1","5","25","105","15","9","37","0.024397547847280387"
"22","25","0","5000","0.1","25","25","105","15","9","10","0.01946925558240647"
"21","25","0","5000","0.1","25","25","105","15","9","25","0.017644483332720295"
"19","25","0","5000","0.1","5","25","105","15","9","35","0.021968549958020014"
"23","25","0","5000","0.1","25","25","105","15","9","4","0.02708578671045654"
"18","25","0","5000","0.1","5","25","105","15","9","45","0.024844561495793116"
"15","25","0","5000","0.1","5","25","105","15","9","46","0.020403365116878774"
"21","25","0","5000","0.1","25","25","105","15","9","26","0.017644483332720295"
"20","25","0","5000","0.1","5","25","105","15","9","38","0.024397547847280383"
"23","25","0","5000","0.1","25","25","105","15","9","5","0.02842786831313512"
"22","25","0","5000","0.1","25","25","105","15","9","11","0.017063563469618098"
"24","25","0","5000","0.1","25","25","105","15","9","0","0.05483399606737082"
"20","25","0","5000","0.1","5","25","105","15","9","39","0.024397547847280387"
"21","25","0","5000","0.1","25","25","105","15","9","27","0.017963003471583642"
"18","25","0","5000","0.1","5","25","105","15","9","46","0.027721371712766514"
"22","25","0","5000","0.1","25","25","105","15","9","12","0.016007535088472323"
"23","25","0","5000","0.1","25","25","105","15","9","6","0.026669164137141682"
"20","25","0","5000","0.1","5","25","105","15","9","40","0.02339983286268161"
"15","25","0","5000","0.1","5","25","105","15","9","47","0.017369328579339326"
"19","25","0","5000","0.1","5","25","105","15","9","36","0.021157358063683736"
"20","25","0","5000","0.1","5","25","105","15","9","41","0.023044151520511254"
"22","25","0","5000","0.1","25","25","105","15","9","13","0.020402474184130055"
"18","25","0","5000","0.1","5","25","105","15","9","47","0.02678855670790432"
"23","25","0","5000","0.1","25","25","105","15","9","7","0.026454056487491138"
"24","25","0","5000","0.1","25","25","105","15","9","1","0.0305882233275368"
"24","25","0","5000","0.1","25","25","105","15","9","2","0.024461585849581073"
"23","25","0","5000","0.1","25","25","105","15","9","8","0.026338232681000343"
"22","25","0","5000","0.1","25","25","105","15","9","14","0.02040247418413006"
"18","25","0","5000","0.1","5","25","105","15","9","48","0.022806564094496235"
"24","25","0","5000","0.1","25","25","105","15","9","3","0.025526564898798877"
"19","25","0","5000","0.1","5","25","105","15","9","37","0.02115735806368373"
"21","25","0","5000","0.1","25","25","105","15","9","28","0.01628724395796945"
"15","25","0","5000","0.1","5","25","105","15","9","48","0.02320957838935721"
"20","25","0","5000","0.1","5","25","105","15","9","42","0.02565459121914442"
"23","25","0","5000","0.1","25","25","105","15","9","9","0.028434223000699466"
"22","25","0","5000","0.1","25","25","105","15","9","15","0.02040247418413006"
"21","25","0","5000","0.1","25","25","105","15","9","29","0.01932462909952971"
"24","25","0","5000","0.1","25","25","105","15","9","4","0.02549641846980617"
"20","25","0","5000","0.1","5","25","105","15","9","43","0.027582473466432233"
"19","25","0","5000","0.1","5","25","105","15","9","38","0.02021943708213024"
"18","25","0","5000","0.1","5","25","105","15","9","49","0.019699579177773544"
"23","25","0","5000","0.1","25","25","105","15","9","10","0.026166694978440697"
"15","25","0","5000","0.1","5","25","105","15","9","49","0.02375997748891377"
"21","25","0","5000","0.1","25","25","105","15","9","30","0.016229316883475665"
"20","25","0","5000","0.1","5","25","105","15","9","44","0.02767326912399196"
"24","25","0","5000","0.1","25","25","105","15","9","5","0.024926755970487477"
"18","25","0","5000","0.1","5","25","105","15","9","50","0.021262304085419122"
"24","25","0","5000","0.1","25","25","105","15","9","6","0.02492675597048747"
"20","25","0","5000","0.1","5","25","105","15","9","45","0.026293789907965163"
"23","25","0","5000","0.1","25","25","105","15","9","11","0.024117895558517368"
"21","25","0","5000","0.1","25","25","105","15","9","31","0.016287243957969454"
"19","25","0","5000","0.1","5","25","105","15","9","39","0.018849065412089784"
"22","25","0","5000","0.1","25","25","105","15","9","16","0.01784563931614404"
"20","25","0","5000","0.1","5","25","105","15","9","46","0.024787987007847054"
"24","25","0","5000","0.1","25","25","105","15","9","7","0.023477476819495535"
"15","25","0","5000","0.1","5","25","105","15","9","50","0.02206092100743076"
"20","25","0","5000","0.1","5","25","105","15","9","47","0.024572772989134278"
"21","25","0","5000","0.1","25","25","105","15","9","32","0.01595570364835466"
"24","25","0","5000","0.1","25","25","105","15","9","8","0.02457045229412223"
"25","25","0","5000","0.1","25","25","105","15","9","0","0.05541065064490862"
"20","25","0","5000","0.1","5","25","105","15","9","48","0.024572772989134278"
"22","25","0","5000","0.1","25","25","105","15","9","17","0.01973719793272582"
"23","25","0","5000","0.1","25","25","105","15","9","12","0.025177179884970792"
"21","25","0","5000","0.1","25","25","105","15","9","33","0.017624286678276344"
"24","25","0","5000","0.1","25","25","105","15","9","9","0.02136099457012743"
"20","25","0","5000","0.1","5","25","105","15","9","49","0.024572772989134274"
"24","25","0","5000","0.1","25","25","105","15","9","10","0.01985359898801778"
"19","25","0","5000","0.1","5","25","105","15","9","40","0.016332350934905274"
"20","25","0","5000","0.1","5","25","105","15","9","50","0.022272381981807084"
"22","25","0","5000","0.1","25","25","105","15","9","18","0.018997106847218222"
"21","25","0","5000","0.1","25","25","105","15","9","34","0.01849703165120971"
"23","25","0","5000","0.1","25","25","105","15","9","13","0.025177179884970778"
"25","25","0","5000","0.1","25","25","105","15","9","1","0.030385757433841015"
"24","25","0","5000","0.1","25","25","105","15","9","11","0.022392168120905494"
"22","25","0","5000","0.1","25","25","105","15","9","19","0.018997106847218226"
"19","25","0","5000","0.1","5","25","105","15","9","41","0.017819575572611258"
"24","25","0","5000","0.1","25","25","105","15","9","12","0.021896481396069273"
"23","25","0","5000","0.1","25","25","105","15","9","14","0.023249286200998632"
"22","25","0","5000","0.1","25","25","105","15","9","20","0.018997106847218222"
"25","25","0","5000","0.1","25","25","105","15","9","2","0.028629863468662885"
"22","25","0","5000","0.1","25","25","105","15","9","21","0.017531813743498274"
"24","25","0","5000","0.1","25","25","105","15","9","13","0.024815344739835887"
"19","25","0","5000","0.1","5","25","105","15","9","42","0.020636740776214597"
"23","25","0","5000","0.1","25","25","105","15","9","15","0.022843792022093176"
"21","25","0","5000","0.1","25","25","105","15","9","35","0.017698354502643683"
"24","25","0","5000","0.1","25","25","105","15","9","14","0.022997144151002402"
"25","25","0","5000","0.1","25","25","105","15","9","3","0.026434472998509092"
"21","25","0","5000","0.1","25","25","105","15","9","36","0.018261694120509354"
"24","25","0","5000","0.1","25","25","105","15","9","15","0.02550933339517577"
"22","25","0","5000","0.1","25","25","105","15","9","22","0.017841300753549096"
"25","25","0","5000","0.1","25","25","105","15","9","4","0.022520028612132714"
"25","25","0","5000","0.1","25","25","105","15","9","5","0.022126349034836842"
"22","25","0","5000","0.1","25","25","105","15","9","23","0.017790309829640968"
"21","25","0","5000","0.1","25","25","105","15","9","37","0.016944434904895635"
"24","25","0","5000","0.1","25","25","105","15","9","16","0.023335848063967494"
"26","25","0","5000","0.1","25","25","105","15","9","0","0.045610959259215565"
"19","25","0","5000","0.1","5","25","105","15","9","43","0.020636740776214597"
"21","25","0","5000","0.1","25","25","105","15","9","38","0.015009510605503443"
"25","25","0","5000","0.1","25","25","105","15","9","6","0.02055129005964377"
"21","25","0","5000","0.1","25","25","105","15","9","39","0.014323469565475557"
"25","25","0","5000","0.1","25","25","105","15","9","7","0.02036954610903445"
"24","25","0","5000","0.1","25","25","105","15","9","17","0.020832302986243226"
"21","25","0","5000","0.1","25","25","105","15","9","40","0.014326143779347164"
"25","25","0","5000","0.1","25","25","105","15","9","8","0.020134094372281516"
