"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor-model-10-4-2.nlogo"
"Figure 10.1.2"
"04/22/2025 02:27:19:289 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-19","19","-19","19"
"[run number]","investors-n","wealth-start","profit-mean","risk-of-failing-max","decision-time-horizon","sensing-radius","investors-color","businesses-color","failed-businesses-color","[step]","mean [wealth] of investors"
"28","25","0","5000","0.1","5","2","25","105","45","7","97542.38102840018"
"22","25","0","5000","0.1","5","2","25","105","45","49","345257.6975132475"
"23","25","0","5000","0.1","5","2","25","105","45","41","371242.79627523443"
"22","25","0","5000","0.1","5","2","25","105","45","50","351647.71207552956"
"29","25","0","5000","0.1","5","2","25","105","45","10","131706.6414211694"
"25","25","0","5000","0.1","5","2","25","105","45","27","277097.09059420344"
"26","25","0","5000","0.1","5","2","25","105","45","24","242800.59883770644"
"24","25","0","5000","0.1","5","2","25","105","45","43","327687.0123269693"
"28","25","0","5000","0.1","5","2","25","105","45","8","105496.90729097284"
"23","25","0","5000","0.1","5","2","25","105","45","42","385819.8623617855"
"25","25","0","5000","0.1","5","2","25","105","45","28","288570.2741633261"
"27","25","0","5000","0.1","5","2","25","105","45","20","214517.6317795032"
"29","25","0","5000","0.1","5","2","25","105","45","11","142243.49083557024"
"26","25","0","5000","0.1","5","2","25","105","45","25","254712.4886516326"
"28","25","0","5000","0.1","5","2","25","105","45","9","119491.19720359227"
"25","25","0","5000","0.1","5","2","25","105","45","29","299844.57503687224"
"21","25","0","5000","0.1","5","2","25","105","45","19","240956.3546001898"
"23","25","0","5000","0.1","5","2","25","105","45","43","372196.52898858726"
"24","25","0","5000","0.1","5","2","25","105","45","44","337428.144049123"
"26","25","0","5000","0.1","5","2","25","105","45","26","265834.9149775267"
"29","25","0","5000","0.1","5","2","25","105","45","12","151083.00829322508"
"27","25","0","5000","0.1","5","2","25","105","45","21","208379.75624848637"
"21","25","0","5000","0.1","5","2","25","105","45","20","209604.58729119264"
"28","25","0","5000","0.1","5","2","25","105","45","10","128213.81180161549"
"23","25","0","5000","0.1","5","2","25","105","45","44","385415.3523914524"
"24","25","0","5000","0.1","5","2","25","105","45","45","347169.27577127697"
"26","25","0","5000","0.1","5","2","25","105","45","27","277162.2729112004"
"29","25","0","5000","0.1","5","2","25","105","45","13","164572.3188005116"
"21","25","0","5000","0.1","5","2","25","105","45","21","223754.27480631068"
"27","25","0","5000","0.1","5","2","25","105","45","22","221426.13161164353"
"28","25","0","5000","0.1","5","2","25","105","45","11","143281.27164962087"
"26","25","0","5000","0.1","5","2","25","105","45","28","272821.7040180897"
"21","25","0","5000","0.1","5","2","25","105","45","22","237387.82806954795"
"29","25","0","5000","0.1","5","2","25","105","45","14","178394.83930877122"
"24","25","0","5000","0.1","5","2","25","105","45","46","353820.551578294"
"30","25","0","5000","0.1","5","2","25","105","45","0","0"
"29","25","0","5000","0.1","5","2","25","105","45","15","192217.35981703087"
"21","25","0","5000","0.1","5","2","25","105","45","23","244292.09804202846"
"27","25","0","5000","0.1","5","2","25","105","45","23","234472.50697480078"
"25","25","0","5000","0.1","5","2","25","105","45","30","310865.3891123632"
"23","25","0","5000","0.1","5","2","25","105","45","45","399919.51327082695"
"26","25","0","5000","0.1","5","2","25","105","45","29","280474.7910094525"
"24","25","0","5000","0.1","5","2","25","105","45","47","330715.1267473878"
"21","25","0","5000","0.1","5","2","25","105","45","24","257940.7129987037"
"28","25","0","5000","0.1","5","2","25","105","45","12","132583.9672332335"
"27","25","0","5000","0.1","5","2","25","105","45","24","247518.882337958"
"29","25","0","5000","0.1","5","2","25","105","45","16","200526.3316368824"
"23","25","0","5000","0.1","5","2","25","105","45","46","377115.9256178256"
"25","25","0","5000","0.1","5","2","25","105","45","31","322006.06687279535"
"26","25","0","5000","0.1","5","2","25","105","45","30","291255.53007710224"
"30","25","0","5000","0.1","5","2","25","105","45","1","14727.132049446092"
"21","25","0","5000","0.1","5","2","25","105","45","25","271649.7639572117"
"28","25","0","5000","0.1","5","2","25","105","45","13","147725.5643507105"
"23","25","0","5000","0.1","5","2","25","105","45","47","392095.51098263793"
"25","25","0","5000","0.1","5","2","25","105","45","32","333001.51335419767"
"24","25","0","5000","0.1","5","2","25","105","45","48","340308.57918852067"
"29","25","0","5000","0.1","5","2","25","105","45","17","214674.90601055083"
"26","25","0","5000","0.1","5","2","25","105","45","31","302110.1546801787"
"21","25","0","5000","0.1","5","2","25","105","45","26","272666.9275310144"
"28","25","0","5000","0.1","5","2","25","105","45","14","161441.62403798266"
"25","25","0","5000","0.1","5","2","25","105","45","33","325947.5837466649"
"27","25","0","5000","0.1","5","2","25","105","45","25","256990.99426434987"
"29","25","0","5000","0.1","5","2","25","105","45","18","228364.80243776308"
"23","25","0","5000","0.1","5","2","25","105","45","48","383523.1790417007"
"24","25","0","5000","0.1","5","2","25","105","45","49","349924.55649642914"
"28","25","0","5000","0.1","5","2","25","105","45","15","176383.1973857672"
"26","25","0","5000","0.1","5","2","25","105","45","32","312048.0313165625"
"21","25","0","5000","0.1","5","2","25","105","45","27","286218.96316272614"
"25","25","0","5000","0.1","5","2","25","105","45","34","337226.0020754827"
"29","25","0","5000","0.1","5","2","25","105","45","19","233471.72118839732"
"24","25","0","5000","0.1","5","2","25","105","45","50","359018.0005457377"
"28","25","0","5000","0.1","5","2","25","105","45","16","191324.77073355168"
"23","25","0","5000","0.1","5","2","25","105","45","49","394334.72454106034"
"27","25","0","5000","0.1","5","2","25","105","45","26","269643.9280713198"
"26","25","0","5000","0.1","5","2","25","105","45","33","322187.3924644792"
"25","25","0","5000","0.1","5","2","25","105","45","35","337801.8394662609"
"21","25","0","5000","0.1","5","2","25","105","45","28","299516.5914181935"
"28","25","0","5000","0.1","5","2","25","105","45","17","205744.24758206084"
"29","25","0","5000","0.1","5","2","25","105","45","20","247789.4914959049"
"23","25","0","5000","0.1","5","2","25","105","45","50","406759.09358841344"
"25","25","0","5000","0.1","5","2","25","105","45","36","348996.7918673785"
"21","25","0","5000","0.1","5","2","25","105","45","29","313063.19059474097"
"26","25","0","5000","0.1","5","2","25","105","45","34","332189.6621116927"
"29","25","0","5000","0.1","5","2","25","105","45","21","262107.2618034124"
"25","25","0","5000","0.1","5","2","25","105","45","37","346173.9531511879"
"27","25","0","5000","0.1","5","2","25","105","45","27","282335.5644761966"
"21","25","0","5000","0.1","5","2","25","105","45","30","326609.78977128846"
"28","25","0","5000","0.1","5","2","25","105","45","18","220606.22697703165"
"29","25","0","5000","0.1","5","2","25","105","45","22","276425.03211091994"
"25","25","0","5000","0.1","5","2","25","105","45","38","357521.87545859325"
"27","25","0","5000","0.1","5","2","25","105","45","28","294711.61460105644"
"28","25","0","5000","0.1","5","2","25","105","45","19","235449.39477964494"
"25","25","0","5000","0.1","5","2","25","105","45","39","345781.092790994"
"29","25","0","5000","0.1","5","2","25","105","45","23","290365.7934632091"
"26","25","0","5000","0.1","5","2","25","105","45","35","342191.93175890634"
"21","25","0","5000","0.1","5","2","25","105","45","31","314051.7175553157"
"27","25","0","5000","0.1","5","2","25","105","45","29","307003.7681651784"
"26","25","0","5000","0.1","5","2","25","105","45","36","352194.20140611986"
"25","25","0","5000","0.1","5","2","25","105","45","40","356457.3092484682"
"21","25","0","5000","0.1","5","2","25","105","45","32","326789.6525778468"
"29","25","0","5000","0.1","5","2","25","105","45","24","304021.97452089714"
"25","25","0","5000","0.1","5","2","25","105","45","41","367133.5257059423"
"27","25","0","5000","0.1","5","2","25","105","45","30","319295.9217293006"
"28","25","0","5000","0.1","5","2","25","105","45","20","247216.09290979867"
"26","25","0","5000","0.1","5","2","25","105","45","37","362020.9550769922"
"29","25","0","5000","0.1","5","2","25","105","45","25","317678.1555785854"
"25","25","0","5000","0.1","5","2","25","105","45","42","377809.7421634166"
"21","25","0","5000","0.1","5","2","25","105","45","33","339527.5876003778"
"29","25","0","5000","0.1","5","2","25","105","45","26","314962.85138346115"
"26","25","0","5000","0.1","5","2","25","105","45","38","372066.7202432797"
"27","25","0","5000","0.1","5","2","25","105","45","31","331588.0752934226"
"25","25","0","5000","0.1","5","2","25","105","45","43","388485.95862089074"
"21","25","0","5000","0.1","5","2","25","105","45","34","352265.52262290905"
"29","25","0","5000","0.1","5","2","25","105","45","27","328040.09651590575"
"25","25","0","5000","0.1","5","2","25","105","45","44","382770.33983114565"
"27","25","0","5000","0.1","5","2","25","105","45","32","343880.22885754466"
"32","25","0","5000","0.1","5","5","25","105","45","0","0"
"31","25","0","5000","0.1","5","5","25","105","45","0","0"
"26","25","0","5000","0.1","5","2","25","105","45","39","381669.041415593"
"29","25","0","5000","0.1","5","2","25","105","45","28","341518.06835552"
"21","25","0","5000","0.1","5","2","25","105","45","35","365003.45764543995"
"25","25","0","5000","0.1","5","2","25","105","45","45","393242.31394841074"
"28","25","0","5000","0.1","5","2","25","105","45","21","261652.9655883194"
"27","25","0","5000","0.1","5","2","25","105","45","33","356172.38242166676"
"25","25","0","5000","0.1","5","2","25","105","45","46","403714.28806567594"
"21","25","0","5000","0.1","5","2","25","105","45","36","376216.908145928"
"29","25","0","5000","0.1","5","2","25","105","45","29","354996.0401951343"
"26","25","0","5000","0.1","5","2","25","105","45","40","391271.36258790636"
"28","25","0","5000","0.1","5","2","25","105","45","22","276229.89353367314"
"25","25","0","5000","0.1","5","2","25","105","45","47","388753.6991279301"
"21","25","0","5000","0.1","5","2","25","105","45","37","378101.03149124904"
"27","25","0","5000","0.1","5","2","25","105","45","34","368464.5359857888"
"29","25","0","5000","0.1","5","2","25","105","45","30","368474.0120347485"
"31","25","0","5000","0.1","5","5","25","105","45","1","21575.76728043122"
"21","25","0","5000","0.1","5","2","25","105","45","38","388873.63140916685"
"25","25","0","5000","0.1","5","2","25","105","45","48","375060.9605670077"
"26","25","0","5000","0.1","5","2","25","105","45","41","400873.68376021966"
"28","25","0","5000","0.1","5","2","25","105","45","23","288736.6300582815"
"29","25","0","5000","0.1","5","2","25","105","45","31","374497.3261477532"
"32","25","0","5000","0.1","5","5","25","105","45","1","15986.146648469148"
"27","25","0","5000","0.1","5","2","25","105","45","35","380756.6895499109"
"25","25","0","5000","0.1","5","2","25","105","45","49","381020.34289796534"
"28","25","0","5000","0.1","5","2","25","105","45","24","271348.430878727"
"26","25","0","5000","0.1","5","2","25","105","45","42","410017.9128539601"
"29","25","0","5000","0.1","5","2","25","105","45","32","387741.5473940833"
"31","25","0","5000","0.1","5","5","25","105","45","2","42248.542707017856"
"28","25","0","5000","0.1","5","2","25","105","45","25","283403.7364887446"
"21","25","0","5000","0.1","5","2","25","105","45","39","399646.2313270846"
"27","25","0","5000","0.1","5","2","25","105","45","36","393048.8431140328"
"25","25","0","5000","0.1","5","2","25","105","45","50","374864.86793140403"
"29","25","0","5000","0.1","5","2","25","105","45","33","400938.2926683444"
"26","25","0","5000","0.1","5","2","25","105","45","43","419187.9740014525"
"32","25","0","5000","0.1","5","5","25","105","45","2","33620.506493501896"
"28","25","0","5000","0.1","5","2","25","105","45","26","280553.7328443885"
"21","25","0","5000","0.1","5","2","25","105","45","40","410418.8312450022"
"27","25","0","5000","0.1","5","2","25","105","45","37","405069.038820453"
"29","25","0","5000","0.1","5","2","25","105","45","34","368213.43008624547"
"26","25","0","5000","0.1","5","2","25","105","45","44","421154.0988977668"
"31","25","0","5000","0.1","5","5","25","105","45","3","58111.231464993994"
"21","25","0","5000","0.1","5","2","25","105","45","41","421191.4311629201"
"29","25","0","5000","0.1","5","2","25","105","45","35","380162.2918124933"
"26","25","0","5000","0.1","5","2","25","105","45","45","430374.7295404305"
"32","25","0","5000","0.1","5","5","25","105","45","3","53067.03294503104"
"27","25","0","5000","0.1","5","2","25","105","45","38","402754.45738210285"
"28","25","0","5000","0.1","5","2","25","105","45","27","293961.5913338695"
"31","25","0","5000","0.1","5","5","25","105","45","4","75253.84011144117"
"21","25","0","5000","0.1","5","2","25","105","45","42","431964.03108083777"
"29","25","0","5000","0.1","5","2","25","105","45","36","392172.32641102956"
"28","25","0","5000","0.1","5","2","25","105","45","28","306807.7734994103"
"27","25","0","5000","0.1","5","2","25","105","45","39","414559.6398697831"
"26","25","0","5000","0.1","5","2","25","105","45","46","418539.2580023174"
"21","25","0","5000","0.1","5","2","25","105","45","43","435830.1944701047"
"29","25","0","5000","0.1","5","2","25","105","45","37","404182.36100956553"
"32","25","0","5000","0.1","5","5","25","105","45","4","72183.05051328187"
"33","25","0","5000","0.1","5","5","25","105","45","0","0"
"28","25","0","5000","0.1","5","2","25","105","45","29","308138.56571269734"
"29","25","0","5000","0.1","5","2","25","105","45","38","369190.1476617663"
"21","25","0","5000","0.1","5","2","25","105","45","44","446861.7525776419"
"27","25","0","5000","0.1","5","2","25","105","45","40","426364.82235746324"
"31","25","0","5000","0.1","5","5","25","105","45","5","88509.38131492819"
"29","25","0","5000","0.1","5","2","25","105","45","39","380731.7911124524"
"26","25","0","5000","0.1","5","2","25","105","45","47","428377.5340229429"
"28","25","0","5000","0.1","5","2","25","105","45","30","299343.56456602947"
"21","25","0","5000","0.1","5","2","25","105","45","45","457893.31068517925"
"29","25","0","5000","0.1","5","2","25","105","45","40","360973.22214709746"
"27","25","0","5000","0.1","5","2","25","105","45","41","438170.00484514365"
"21","25","0","5000","0.1","5","2","25","105","45","46","468924.8687927164"
"26","25","0","5000","0.1","5","2","25","105","45","48","438208.4610748511"
"29","25","0","5000","0.1","5","2","25","105","45","41","369105.70654647745"
"33","25","0","5000","0.1","5","5","25","105","45","1","23397.064676315935"
"27","25","0","5000","0.1","5","2","25","105","45","42","431678.8075750621"
"28","25","0","5000","0.1","5","2","25","105","45","31","311599.2457221802"
"32","25","0","5000","0.1","5","5","25","105","45","5","91336.76196347676"
"29","25","0","5000","0.1","5","2","25","105","45","42","380858.18267357047"
"31","25","0","5000","0.1","5","5","25","105","45","6","96164.95078605598"
"21","25","0","5000","0.1","5","2","25","105","45","47","479956.4269002536"
"26","25","0","5000","0.1","5","2","25","105","45","49","448112.8569859597"
"28","25","0","5000","0.1","5","2","25","105","45","32","323854.9268783308"
"29","25","0","5000","0.1","5","2","25","105","45","43","392562.3971022549"
"21","25","0","5000","0.1","5","2","25","105","45","48","490987.985007791"
"33","25","0","5000","0.1","5","5","25","105","45","2","46939.27845402281"
"27","25","0","5000","0.1","5","2","25","105","45","43","443770.0534912877"
"28","25","0","5000","0.1","5","2","25","105","45","33","336110.60803448147"
"26","25","0","5000","0.1","5","2","25","105","45","50","458865.4114157052"
"32","25","0","5000","0.1","5","5","25","105","45","6","110460.02129582257"
"29","25","0","5000","0.1","5","2","25","105","45","44","404374.01574813173"
"21","25","0","5000","0.1","5","2","25","105","45","49","499447.01903177693"
"30","25","0","5000","0.1","5","2","25","105","45","2","30526.68273182189"
"27","25","0","5000","0.1","5","2","25","105","45","44","455004.4050146609"
"28","25","0","5000","0.1","5","2","25","105","45","34","348366.28919063223"
"29","25","0","5000","0.1","5","2","25","105","45","45","415796.73285180854"
"31","25","0","5000","0.1","5","5","25","105","45","7","116455.20422832778"
"21","25","0","5000","0.1","5","2","25","105","45","50","510363.6825271775"
"27","25","0","5000","0.1","5","2","25","105","45","45","449069.79592489364"
"33","25","0","5000","0.1","5","5","25","105","45","3","68330.58839944589"
"30","25","0","5000","0.1","5","2","25","105","45","3","47429.17710637179"
"29","25","0","5000","0.1","5","2","25","105","45","46","427797.7719871571"
"32","25","0","5000","0.1","5","5","25","105","45","7","125592.66119452573"
"27","25","0","5000","0.1","5","2","25","105","45","46","460869.0457253418"
"28","25","0","5000","0.1","5","2","25","105","45","35","360621.97034678305"
"30","25","0","5000","0.1","5","2","25","105","45","4","63293.824211566876"
"29","25","0","5000","0.1","5","2","25","105","45","47","439798.8111225056"
"31","25","0","5000","0.1","5","5","25","105","45","8","130780.54259997167"
"28","25","0","5000","0.1","5","2","25","105","45","36","372590.3934836026"
"27","25","0","5000","0.1","5","2","25","105","45","47","473180.81815144786"
"29","25","0","5000","0.1","5","2","25","105","45","48","451799.85025785415"
"30","25","0","5000","0.1","5","2","25","105","45","5","80468.38170318902"
"32","25","0","5000","0.1","5","5","25","105","45","8","140282.00542346487"
"28","25","0","5000","0.1","5","2","25","105","45","37","384053.5458650052"
"27","25","0","5000","0.1","5","2","25","105","45","48","485492.5905775538"
"33","25","0","5000","0.1","5","5","25","105","45","4","86585.34241398884"
"29","25","0","5000","0.1","5","2","25","105","45","49","463242.4041750536"
"28","25","0","5000","0.1","5","2","25","105","45","38","391045.00421791105"
"31","25","0","5000","0.1","5","5","25","105","45","9","151126.44765476475"
"34","25","0","5000","0.1","5","5","25","105","45","0","0"
"27","25","0","5000","0.1","5","2","25","105","45","49","497804.3630036597"
"29","25","0","5000","0.1","5","2","25","105","45","50","474782.37838509394"
"28","25","0","5000","0.1","5","2","25","105","45","39","402515.7673193939"
"32","25","0","5000","0.1","5","5","25","105","45","9","153491.50155534796"
"27","25","0","5000","0.1","5","2","25","105","45","50","481657.9211049224"
"28","25","0","5000","0.1","5","2","25","105","45","40","414273.7884402076"
"30","25","0","5000","0.1","5","2","25","105","45","6","93673.27785106383"
"33","25","0","5000","0.1","5","5","25","105","45","5","95464.15779439358"
"31","25","0","5000","0.1","5","5","25","105","45","10","171298.05456421693"
"28","25","0","5000","0.1","5","2","25","105","45","41","424885.0070917439"
"32","25","0","5000","0.1","5","5","25","105","45","10","172040.59290475547"
"28","25","0","5000","0.1","5","2","25","105","45","42","435496.2257432802"
"34","25","0","5000","0.1","5","5","25","105","45","1","19046.023781973076"
"30","25","0","5000","0.1","5","2","25","105","45","7","104170.31336073637"
"28","25","0","5000","0.1","5","2","25","105","45","43","446107.4443948165"
"35","25","0","5000","0.1","5","5","25","105","45","0","0"
"28","25","0","5000","0.1","5","2","25","105","45","44","439960.24792897986"
"32","25","0","5000","0.1","5","5","25","105","45","11","170707.89449300693"
"33","25","0","5000","0.1","5","5","25","105","45","6","117980.43388900429"
"28","25","0","5000","0.1","5","2","25","105","45","45","450563.86655090674"
"31","25","0","5000","0.1","5","5","25","105","45","11","171982.02610444435"
"28","25","0","5000","0.1","5","2","25","105","45","46","442753.4325340516"
"34","25","0","5000","0.1","5","5","25","105","45","2","39315.45199472688"
"28","25","0","5000","0.1","5","2","25","105","45","47","453413.875388886"
"36","25","0","5000","0.1","5","5","25","105","45","0","0"
"28","25","0","5000","0.1","5","2","25","105","45","48","464074.3182437204"
"37","25","0","5000","0.1","5","5","25","105","45","0","0"
"30","25","0","5000","0.1","5","2","25","105","45","8","108675.33280267718"
"33","25","0","5000","0.1","5","5","25","105","45","7","127634.20761118263"
"31","25","0","5000","0.1","5","5","25","105","45","12","187137.10841216968"
"28","25","0","5000","0.1","5","2","25","105","45","49","462257.787972563"
"35","25","0","5000","0.1","5","5","25","105","45","1","21647.829330695655"
"34","25","0","5000","0.1","5","5","25","105","45","3","52726.63643710376"
"32","25","0","5000","0.1","5","5","25","105","45","12","180205.32628510532"
"28","25","0","5000","0.1","5","2","25","105","45","50","441072.2285056883"
"30","25","0","5000","0.1","5","2","25","105","45","9","117703.34832009861"
"30","25","0","5000","0.1","5","2","25","105","45","10","133019.81211371208"
"36","25","0","5000","0.1","5","5","25","105","45","1","18538.157220439654"
"31","25","0","5000","0.1","5","5","25","105","45","13","207012.33500682242"
"33","25","0","5000","0.1","5","5","25","105","45","8","145853.5788568522"
"35","25","0","5000","0.1","5","5","25","105","45","2","41159.58521605901"
"30","25","0","5000","0.1","5","2","25","105","45","11","141862.0465439607"
"32","25","0","5000","0.1","5","5","25","105","45","13","196492.250914686"
"34","25","0","5000","0.1","5","5","25","105","45","4","60714.17438158954"
"30","25","0","5000","0.1","5","2","25","105","45","12","149317.66799645778"
"32","25","0","5000","0.1","5","5","25","105","45","14","211535.854439034"
"33","25","0","5000","0.1","5","5","25","105","45","9","166420.53406264354"
"37","25","0","5000","0.1","5","5","25","105","45","1","21906.182229145732"
"35","25","0","5000","0.1","5","5","25","105","45","3","56018.63982763228"
"36","25","0","5000","0.1","5","5","25","105","45","2","36232.370216155054"
"34","25","0","5000","0.1","5","5","25","105","45","5","75696.47754573764"
"30","25","0","5000","0.1","5","2","25","105","45","13","160095.50424893302"
"32","25","0","5000","0.1","5","5","25","105","45","15","214120.58322612397"
"31","25","0","5000","0.1","5","5","25","105","45","14","219451.90521059107"
"33","25","0","5000","0.1","5","5","25","105","45","10","171690.9267503768"
"30","25","0","5000","0.1","5","2","25","105","45","14","161999.38559854194"
"37","25","0","5000","0.1","5","5","25","105","45","2","39819.828509384715"
"30","25","0","5000","0.1","5","2","25","105","45","15","171784.79847832822"
"32","25","0","5000","0.1","5","5","25","105","45","16","224288.44453857417"
"30","25","0","5000","0.1","5","2","25","105","45","16","186445.07894028965"
"34","25","0","5000","0.1","5","5","25","105","45","6","90709.07669487182"
"31","25","0","5000","0.1","5","5","25","105","45","15","238781.71084112022"
"35","25","0","5000","0.1","5","5","25","105","45","4","72451.86319819347"
"30","25","0","5000","0.1","5","2","25","105","45","17","201485.26742808297"
"33","25","0","5000","0.1","5","5","25","105","45","11","191065.80418480083"
"38","25","0","5000","0.1","5","5","25","105","45","0","0"
"32","25","0","5000","0.1","5","5","25","105","45","17","230194.5415941938"
"36","25","0","5000","0.1","5","5","25","105","45","3","52897.5211053494"
"30","25","0","5000","0.1","5","2","25","105","45","18","216742.51245600387"
"30","25","0","5000","0.1","5","2","25","105","45","19","232058.01947277074"
"33","25","0","5000","0.1","5","5","25","105","45","12","205176.95802120556"
"30","25","0","5000","0.1","5","2","25","105","45","20","230179.86360515174"
"34","25","0","5000","0.1","5","5","25","105","45","7","99638.26254282267"
"32","25","0","5000","0.1","5","5","25","105","45","18","212596.85521149647"
"30","25","0","5000","0.1","5","2","25","105","45","21","245197.22998973372"
"35","25","0","5000","0.1","5","5","25","105","45","5","93413.76621789651"
"37","25","0","5000","0.1","5","5","25","105","45","3","52664.2677751443"
"31","25","0","5000","0.1","5","5","25","105","45","16","258111.5164716495"
"30","25","0","5000","0.1","5","2","25","105","45","22","260214.5963743157"
"32","25","0","5000","0.1","5","5","25","105","45","19","228706.70564670465"
"36","25","0","5000","0.1","5","5","25","105","45","4","72017.80716940957"
"33","25","0","5000","0.1","5","5","25","105","45","13","224405.73539093736"
"30","25","0","5000","0.1","5","2","25","105","45","23","275231.9627588977"
"30","25","0","5000","0.1","5","2","25","105","45","24","290249.3291434797"
"38","25","0","5000","0.1","5","5","25","105","45","1","22458.32976236309"
"37","25","0","5000","0.1","5","5","25","105","45","4","72390.91883100063"
"34","25","0","5000","0.1","5","5","25","105","45","8","109108.18000877574"
"32","25","0","5000","0.1","5","5","25","105","45","20","245172.92315339146"
"35","25","0","5000","0.1","5","5","25","105","45","6","114375.66923759962"
"33","25","0","5000","0.1","5","5","25","105","45","14","243742.31710065925"
"31","25","0","5000","0.1","5","5","25","105","45","17","265960.5045724978"
"36","25","0","5000","0.1","5","5","25","105","45","5","89348.99643849464"
"30","25","0","5000","0.1","5","2","25","105","45","25","305266.6955280617"
"38","25","0","5000","0.1","5","5","25","105","45","2","41789.2015108563"
"32","25","0","5000","0.1","5","5","25","105","45","21","251036.34582142788"
"37","25","0","5000","0.1","5","5","25","105","45","5","91292.34910567572"
"34","25","0","5000","0.1","5","5","25","105","45","9","115384.93182783904"
"35","25","0","5000","0.1","5","5","25","105","45","7","135221.63107361243"
"33","25","0","5000","0.1","5","5","25","105","45","15","260165.30100448825"
"31","25","0","5000","0.1","5","5","25","105","45","18","284143.0527309347"
"32","25","0","5000","0.1","5","5","25","105","45","22","261749.04815222707"
"30","25","0","5000","0.1","5","2","25","105","45","26","320175.31960953044"
"36","25","0","5000","0.1","5","5","25","105","45","6","108518.90953657353"
"38","25","0","5000","0.1","5","5","25","105","45","3","63343.043108038866"
"37","25","0","5000","0.1","5","5","25","105","45","6","106421.63666315412"
"32","25","0","5000","0.1","5","5","25","105","45","23","278090.1612661755"
"34","25","0","5000","0.1","5","5","25","105","45","10","132215.70685961226"
"31","25","0","5000","0.1","5","5","25","105","45","19","304051.4407763186"
"33","25","0","5000","0.1","5","5","25","105","45","16","279106.976845527"
"35","25","0","5000","0.1","5","5","25","105","45","8","155592.80143799918"
"38","25","0","5000","0.1","5","5","25","105","45","4","84896.88470522143"
"37","25","0","5000","0.1","5","5","25","105","45","7","124528.94593959789"
"36","25","0","5000","0.1","5","5","25","105","45","7","127151.67411700534"
"32","25","0","5000","0.1","5","5","25","105","45","24","294431.274380124"
"31","25","0","5000","0.1","5","5","25","105","45","20","324370.6328614519"
"34","25","0","5000","0.1","5","5","25","105","45","11","149666.3381687427"
"35","25","0","5000","0.1","5","5","25","105","45","9","175963.97180238593"
"30","25","0","5000","0.1","5","2","25","105","45","27","334910.3057937092"
"38","25","0","5000","0.1","5","5","25","105","45","5","106195.29475915745"
"32","25","0","5000","0.1","5","5","25","105","45","25","293684.5093142882"
"36","25","0","5000","0.1","5","5","25","105","45","8","140112.80495671122"
"30","25","0","5000","0.1","5","2","25","105","45","28","317131.0668882888"
"33","25","0","5000","0.1","5","5","25","105","45","17","278449.8055582196"
"31","25","0","5000","0.1","5","5","25","105","45","21","344562.21534389886"
"30","25","0","5000","0.1","5","2","25","105","45","29","326584.6388116969"
"37","25","0","5000","0.1","5","5","25","105","45","8","142429.4342821089"
"32","25","0","5000","0.1","5","5","25","105","45","26","309086.6469592312"
"34","25","0","5000","0.1","5","5","25","105","45","12","166628.879063453"
"35","25","0","5000","0.1","5","5","25","105","45","10","196335.14216677262"
"38","25","0","5000","0.1","5","5","25","105","45","6","126968.87577200755"
"36","25","0","5000","0.1","5","5","25","105","45","9","154916.35543702915"
"31","25","0","5000","0.1","5","5","25","105","45","22","349625.2078436727"
"33","25","0","5000","0.1","5","5","25","105","45","18","284506.73740816"
"30","25","0","5000","0.1","5","2","25","105","45","30","340774.52747303055"
"32","25","0","5000","0.1","5","5","25","105","45","27","325259.1861185479"
"37","25","0","5000","0.1","5","5","25","105","45","9","160329.9226246199"
"30","25","0","5000","0.1","5","2","25","105","45","31","354964.41613436403"
"38","25","0","5000","0.1","5","5","25","105","45","7","146534.77235957456"
"35","25","0","5000","0.1","5","5","25","105","45","11","214178.48482969013"
"30","25","0","5000","0.1","5","2","25","105","45","32","348329.8479644643"
"31","25","0","5000","0.1","5","5","25","105","45","23","369545.5035804788"
"36","25","0","5000","0.1","5","5","25","105","45","10","172711.01760000852"
"33","25","0","5000","0.1","5","5","25","105","45","19","287751.02562876063"
"30","25","0","5000","0.1","5","2","25","105","45","33","343453.67212543736"
"34","25","0","5000","0.1","5","5","25","105","45","13","173968.4827351711"
"30","25","0","5000","0.1","5","2","25","105","45","34","334859.38753012894"
"37","25","0","5000","0.1","5","5","25","105","45","10","172989.8224009278"
"38","25","0","5000","0.1","5","5","25","105","45","8","166238.1775757132"
"31","25","0","5000","0.1","5","5","25","105","45","24","389572.10632378334"
"33","25","0","5000","0.1","5","5","25","105","45","20","305107.6991924464"
"30","25","0","5000","0.1","5","2","25","105","45","35","348771.28421092697"
"35","25","0","5000","0.1","5","5","25","105","45","12","222553.18380040192"
"32","25","0","5000","0.1","5","5","25","105","45","28","332256.6735093569"
"36","25","0","5000","0.1","5","5","25","105","45","11","189825.86433192503"
"34","25","0","5000","0.1","5","5","25","105","45","14","190901.1126902976"
"38","25","0","5000","0.1","5","5","25","105","45","9","185941.58279185192"
"33","25","0","5000","0.1","5","5","25","105","45","21","322464.37275613216"
"31","25","0","5000","0.1","5","5","25","105","45","25","393057.5326735348"
"32","25","0","5000","0.1","5","5","25","105","45","29","348648.8679642834"
"37","25","0","5000","0.1","5","5","25","105","45","11","190671.08663217298"
"35","25","0","5000","0.1","5","5","25","105","45","13","241663.1723397005"
